sub_path,target_image
../../../../Datasets/images/preprocessed_image\C\C902.jpg,2.0
../../../../Datasets/images/preprocessed_image\nothing\nothing717.jpg,26.0
../../../../Datasets/images/preprocessed_image\S\S854.jpg,18.0
../../../../Datasets/images/preprocessed_image\O\O729.jpg,14.0
../../../../Datasets/images/preprocessed_image\V\V8.jpg,21.0
../../../../Datasets/images/preprocessed_image\A\A297.jpg,0.0
../../../../Datasets/images/preprocessed_image\B\B302.jpg,1.0
../../../../Datasets/images/preprocessed_image\B\B938.jpg,1.0
../../../../Datasets/images/preprocessed_image\U\U561.jpg,20.0
../../../../Datasets/images/preprocessed_image\O\O197.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T805.jpg,19.0
../../../../Datasets/images/preprocessed_image\X\X666.jpg,23.0
../../../../Datasets/images/preprocessed_image\D\D129.jpg,3.0
../../../../Datasets/images/preprocessed_image\O\O72.jpg,14.0
../../../../Datasets/images/preprocessed_image\U\U491.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N692.jpg,13.0
../../../../Datasets/images/preprocessed_image\P\P255.jpg,15.0
../../../../Datasets/images/preprocessed_image\H\H349.jpg,7.0
../../../../Datasets/images/preprocessed_image\C\C692.jpg,2.0
../../../../Datasets/images/preprocessed_image\L\L340.jpg,11.0
../../../../Datasets/images/preprocessed_image\T\T325.jpg,19.0
../../../../Datasets/images/preprocessed_image\G\G606.jpg,6.0
../../../../Datasets/images/preprocessed_image\E\E585.jpg,4.0
../../../../Datasets/images/preprocessed_image\N\N923.jpg,13.0
../../../../Datasets/images/preprocessed_image\E\E79.jpg,4.0
../../../../Datasets/images/preprocessed_image\nothing\nothing834.jpg,26.0
../../../../Datasets/images/preprocessed_image\O\O206.jpg,14.0
../../../../Datasets/images/preprocessed_image\X\X212.jpg,23.0
../../../../Datasets/images/preprocessed_image\K\K561.jpg,10.0
../../../../Datasets/images/preprocessed_image\B\B474.jpg,1.0
../../../../Datasets/images/preprocessed_image\A\A436.jpg,0.0
../../../../Datasets/images/preprocessed_image\S\S861.jpg,18.0
../../../../Datasets/images/preprocessed_image\V\V993.jpg,21.0
../../../../Datasets/images/preprocessed_image\U\U864.jpg,20.0
../../../../Datasets/images/preprocessed_image\L\L899.jpg,11.0
../../../../Datasets/images/preprocessed_image\L\L156.jpg,11.0
../../../../Datasets/images/preprocessed_image\W\W108.jpg,22.0
../../../../Datasets/images/preprocessed_image\M\M503.jpg,12.0
../../../../Datasets/images/preprocessed_image\P\P734.jpg,15.0
../../../../Datasets/images/preprocessed_image\G\G101.jpg,6.0
../../../../Datasets/images/preprocessed_image\D\D955.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P971.jpg,15.0
../../../../Datasets/images/preprocessed_image\V\V68.jpg,21.0
../../../../Datasets/images/preprocessed_image\E\E792.jpg,4.0
../../../../Datasets/images/preprocessed_image\P\P939.jpg,15.0
../../../../Datasets/images/preprocessed_image\X\X976.jpg,23.0
../../../../Datasets/images/preprocessed_image\W\W984.jpg,22.0
../../../../Datasets/images/preprocessed_image\I\I843.jpg,8.0
../../../../Datasets/images/preprocessed_image\N\N245.jpg,13.0
../../../../Datasets/images/preprocessed_image\K\K661.jpg,10.0
../../../../Datasets/images/preprocessed_image\O\O81.jpg,14.0
../../../../Datasets/images/preprocessed_image\H\H511.jpg,7.0
../../../../Datasets/images/preprocessed_image\D\D749.jpg,3.0
../../../../Datasets/images/preprocessed_image\F\F81.jpg,5.0
../../../../Datasets/images/preprocessed_image\U\U890.jpg,20.0
../../../../Datasets/images/preprocessed_image\G\G687.jpg,6.0
../../../../Datasets/images/preprocessed_image\A\A49.jpg,0.0
../../../../Datasets/images/preprocessed_image\P\P236.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q229.jpg,16.0
../../../../Datasets/images/preprocessed_image\I\I429.jpg,8.0
../../../../Datasets/images/preprocessed_image\A\A970.jpg,0.0
../../../../Datasets/images/preprocessed_image\H\H347.jpg,7.0
../../../../Datasets/images/preprocessed_image\T\T252.jpg,19.0
../../../../Datasets/images/preprocessed_image\S\S340.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P638.jpg,15.0
../../../../Datasets/images/preprocessed_image\W\W777.jpg,22.0
../../../../Datasets/images/preprocessed_image\U\U603.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N20.jpg,13.0
../../../../Datasets/images/preprocessed_image\A\A458.jpg,0.0
../../../../Datasets/images/preprocessed_image\H\H202.jpg,7.0
../../../../Datasets/images/preprocessed_image\L\L610.jpg,11.0
../../../../Datasets/images/preprocessed_image\Z\Z517.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M177.jpg,12.0
../../../../Datasets/images/preprocessed_image\C\C455.jpg,2.0
../../../../Datasets/images/preprocessed_image\G\G61.jpg,6.0
../../../../Datasets/images/preprocessed_image\C\C367.jpg,2.0
../../../../Datasets/images/preprocessed_image\N\N645.jpg,13.0
../../../../Datasets/images/preprocessed_image\K\K917.jpg,10.0
../../../../Datasets/images/preprocessed_image\Y\Y269.jpg,24.0
../../../../Datasets/images/preprocessed_image\I\I871.jpg,8.0
../../../../Datasets/images/preprocessed_image\A\A790.jpg,0.0
../../../../Datasets/images/preprocessed_image\I\I912.jpg,8.0
../../../../Datasets/images/preprocessed_image\X\X237.jpg,23.0
../../../../Datasets/images/preprocessed_image\F\F202.jpg,5.0
../../../../Datasets/images/preprocessed_image\Y\Y758.jpg,24.0
../../../../Datasets/images/preprocessed_image\U\U721.jpg,20.0
../../../../Datasets/images/preprocessed_image\C\C243.jpg,2.0
../../../../Datasets/images/preprocessed_image\X\X920.jpg,23.0
../../../../Datasets/images/preprocessed_image\R\R715.jpg,17.0
../../../../Datasets/images/preprocessed_image\U\U279.jpg,20.0
../../../../Datasets/images/preprocessed_image\P\P630.jpg,15.0
../../../../Datasets/images/preprocessed_image\I\I411.jpg,8.0
../../../../Datasets/images/preprocessed_image\W\W50.jpg,22.0
../../../../Datasets/images/preprocessed_image\X\X974.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C552.jpg,2.0
../../../../Datasets/images/preprocessed_image\C\C96.jpg,2.0
../../../../Datasets/images/preprocessed_image\S\S633.jpg,18.0
../../../../Datasets/images/preprocessed_image\F\F906.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T723.jpg,19.0
../../../../Datasets/images/preprocessed_image\J\J557.jpg,9.0
../../../../Datasets/images/preprocessed_image\X\X106.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S847.jpg,18.0
../../../../Datasets/images/preprocessed_image\C\C504.jpg,2.0
../../../../Datasets/images/preprocessed_image\G\G982.jpg,6.0
../../../../Datasets/images/preprocessed_image\C\C490.jpg,2.0
../../../../Datasets/images/preprocessed_image\E\E466.jpg,4.0
../../../../Datasets/images/preprocessed_image\O\O229.jpg,14.0
../../../../Datasets/images/preprocessed_image\Y\Y89.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J119.jpg,9.0
../../../../Datasets/images/preprocessed_image\R\R770.jpg,17.0
../../../../Datasets/images/preprocessed_image\X\X779.jpg,23.0
../../../../Datasets/images/preprocessed_image\U\U753.jpg,20.0
../../../../Datasets/images/preprocessed_image\S\S148.jpg,18.0
../../../../Datasets/images/preprocessed_image\V\V534.jpg,21.0
../../../../Datasets/images/preprocessed_image\A\A749.jpg,0.0
../../../../Datasets/images/preprocessed_image\F\F475.jpg,5.0
../../../../Datasets/images/preprocessed_image\K\K529.jpg,10.0
../../../../Datasets/images/preprocessed_image\I\I215.jpg,8.0
../../../../Datasets/images/preprocessed_image\X\X344.jpg,23.0
../../../../Datasets/images/preprocessed_image\M\M189.jpg,12.0
../../../../Datasets/images/preprocessed_image\nothing\nothing40.jpg,26.0
../../../../Datasets/images/preprocessed_image\S\S17.jpg,18.0
../../../../Datasets/images/preprocessed_image\W\W144.jpg,22.0
../../../../Datasets/images/preprocessed_image\M\M326.jpg,12.0
../../../../Datasets/images/preprocessed_image\T\T10.jpg,19.0
../../../../Datasets/images/preprocessed_image\V\V304.jpg,21.0
../../../../Datasets/images/preprocessed_image\Q\Q920.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U473.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D961.jpg,3.0
../../../../Datasets/images/preprocessed_image\I\I265.jpg,8.0
../../../../Datasets/images/preprocessed_image\nothing\nothing367.jpg,26.0
../../../../Datasets/images/preprocessed_image\V\V216.jpg,21.0
../../../../Datasets/images/preprocessed_image\K\K926.jpg,10.0
../../../../Datasets/images/preprocessed_image\C\C667.jpg,2.0
../../../../Datasets/images/preprocessed_image\V\V223.jpg,21.0
../../../../Datasets/images/preprocessed_image\H\H771.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V343.jpg,21.0
../../../../Datasets/images/preprocessed_image\O\O544.jpg,14.0
../../../../Datasets/images/preprocessed_image\N\N191.jpg,13.0
../../../../Datasets/images/preprocessed_image\V\V404.jpg,21.0
../../../../Datasets/images/preprocessed_image\nothing\nothing567.jpg,26.0
../../../../Datasets/images/preprocessed_image\A\A740.jpg,0.0
../../../../Datasets/images/preprocessed_image\C\C368.jpg,2.0
../../../../Datasets/images/preprocessed_image\U\U800.jpg,20.0
../../../../Datasets/images/preprocessed_image\V\V449.jpg,21.0
../../../../Datasets/images/preprocessed_image\R\R77.jpg,17.0
../../../../Datasets/images/preprocessed_image\U\U290.jpg,20.0
../../../../Datasets/images/preprocessed_image\B\B217.jpg,1.0
../../../../Datasets/images/preprocessed_image\W\W683.jpg,22.0
../../../../Datasets/images/preprocessed_image\V\V519.jpg,21.0
../../../../Datasets/images/preprocessed_image\Z\Z840.jpg,25.0
../../../../Datasets/images/preprocessed_image\N\N460.jpg,13.0
../../../../Datasets/images/preprocessed_image\U\U181.jpg,20.0
../../../../Datasets/images/preprocessed_image\Q\Q706.jpg,16.0
../../../../Datasets/images/preprocessed_image\H\H530.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing890.jpg,26.0
../../../../Datasets/images/preprocessed_image\F\F366.jpg,5.0
../../../../Datasets/images/preprocessed_image\F\F650.jpg,5.0
../../../../Datasets/images/preprocessed_image\D\D368.jpg,3.0
../../../../Datasets/images/preprocessed_image\G\G640.jpg,6.0
../../../../Datasets/images/preprocessed_image\B\B631.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y196.jpg,24.0
../../../../Datasets/images/preprocessed_image\P\P901.jpg,15.0
../../../../Datasets/images/preprocessed_image\E\E346.jpg,4.0
../../../../Datasets/images/preprocessed_image\Y\Y435.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V482.jpg,21.0
../../../../Datasets/images/preprocessed_image\O\O173.jpg,14.0
../../../../Datasets/images/preprocessed_image\D\D953.jpg,3.0
../../../../Datasets/images/preprocessed_image\S\S67.jpg,18.0
../../../../Datasets/images/preprocessed_image\Z\Z171.jpg,25.0
../../../../Datasets/images/preprocessed_image\X\X801.jpg,23.0
../../../../Datasets/images/preprocessed_image\P\P628.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M941.jpg,12.0
../../../../Datasets/images/preprocessed_image\L\L977.jpg,11.0
../../../../Datasets/images/preprocessed_image\O\O986.jpg,14.0
../../../../Datasets/images/preprocessed_image\Q\Q39.jpg,16.0
../../../../Datasets/images/preprocessed_image\W\W174.jpg,22.0
../../../../Datasets/images/preprocessed_image\Q\Q793.jpg,16.0
../../../../Datasets/images/preprocessed_image\nothing\nothing739.jpg,26.0
../../../../Datasets/images/preprocessed_image\B\B257.jpg,1.0
../../../../Datasets/images/preprocessed_image\T\T350.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N309.jpg,13.0
../../../../Datasets/images/preprocessed_image\E\E941.jpg,4.0
../../../../Datasets/images/preprocessed_image\nothing\nothing216.jpg,26.0
../../../../Datasets/images/preprocessed_image\Z\Z462.jpg,25.0
../../../../Datasets/images/preprocessed_image\D\D502.jpg,3.0
../../../../Datasets/images/preprocessed_image\N\N598.jpg,13.0
../../../../Datasets/images/preprocessed_image\U\U412.jpg,20.0
../../../../Datasets/images/preprocessed_image\Y\Y975.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V931.jpg,21.0
../../../../Datasets/images/preprocessed_image\E\E313.jpg,4.0
../../../../Datasets/images/preprocessed_image\G\G950.jpg,6.0
../../../../Datasets/images/preprocessed_image\H\H610.jpg,7.0
../../../../Datasets/images/preprocessed_image\Z\Z428.jpg,25.0
../../../../Datasets/images/preprocessed_image\A\A204.jpg,0.0
../../../../Datasets/images/preprocessed_image\Z\Z150.jpg,25.0
../../../../Datasets/images/preprocessed_image\P\P990.jpg,15.0
../../../../Datasets/images/preprocessed_image\C\C713.jpg,2.0
../../../../Datasets/images/preprocessed_image\Z\Z682.jpg,25.0
../../../../Datasets/images/preprocessed_image\F\F522.jpg,5.0
../../../../Datasets/images/preprocessed_image\A\A787.jpg,0.0
../../../../Datasets/images/preprocessed_image\Z\Z713.jpg,25.0
../../../../Datasets/images/preprocessed_image\M\M891.jpg,12.0
../../../../Datasets/images/preprocessed_image\Y\Y497.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J864.jpg,9.0
../../../../Datasets/images/preprocessed_image\C\C966.jpg,2.0
../../../../Datasets/images/preprocessed_image\Q\Q948.jpg,16.0
../../../../Datasets/images/preprocessed_image\C\C333.jpg,2.0
../../../../Datasets/images/preprocessed_image\J\J407.jpg,9.0
../../../../Datasets/images/preprocessed_image\P\P233.jpg,15.0
../../../../Datasets/images/preprocessed_image\D\D471.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P371.jpg,15.0
../../../../Datasets/images/preprocessed_image\nothing\nothing234.jpg,26.0
../../../../Datasets/images/preprocessed_image\O\O798.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T384.jpg,19.0
../../../../Datasets/images/preprocessed_image\X\X438.jpg,23.0
../../../../Datasets/images/preprocessed_image\O\O493.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T745.jpg,19.0
../../../../Datasets/images/preprocessed_image\E\E243.jpg,4.0
../../../../Datasets/images/preprocessed_image\K\K301.jpg,10.0
../../../../Datasets/images/preprocessed_image\E\E969.jpg,4.0
../../../../Datasets/images/preprocessed_image\Q\Q738.jpg,16.0
../../../../Datasets/images/preprocessed_image\Y\Y788.jpg,24.0
../../../../Datasets/images/preprocessed_image\I\I749.jpg,8.0
../../../../Datasets/images/preprocessed_image\G\G342.jpg,6.0
../../../../Datasets/images/preprocessed_image\I\I489.jpg,8.0
../../../../Datasets/images/preprocessed_image\B\B581.jpg,1.0
../../../../Datasets/images/preprocessed_image\N\N276.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B214.jpg,1.0
../../../../Datasets/images/preprocessed_image\R\R512.jpg,17.0
../../../../Datasets/images/preprocessed_image\W\W549.jpg,22.0
../../../../Datasets/images/preprocessed_image\P\P863.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q460.jpg,16.0
../../../../Datasets/images/preprocessed_image\F\F580.jpg,5.0
../../../../Datasets/images/preprocessed_image\Z\Z172.jpg,25.0
../../../../Datasets/images/preprocessed_image\Z\Z915.jpg,25.0
../../../../Datasets/images/preprocessed_image\Z\Z147.jpg,25.0
../../../../Datasets/images/preprocessed_image\Y\Y5.jpg,24.0
../../../../Datasets/images/preprocessed_image\M\M851.jpg,12.0
../../../../Datasets/images/preprocessed_image\P\P766.jpg,15.0
../../../../Datasets/images/preprocessed_image\K\K742.jpg,10.0
../../../../Datasets/images/preprocessed_image\A\A368.jpg,0.0
../../../../Datasets/images/preprocessed_image\Q\Q881.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L109.jpg,11.0
../../../../Datasets/images/preprocessed_image\L\L196.jpg,11.0
../../../../Datasets/images/preprocessed_image\C\C782.jpg,2.0
../../../../Datasets/images/preprocessed_image\J\J373.jpg,9.0
../../../../Datasets/images/preprocessed_image\V\V470.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I209.jpg,8.0
../../../../Datasets/images/preprocessed_image\U\U382.jpg,20.0
../../../../Datasets/images/preprocessed_image\V\V218.jpg,21.0
../../../../Datasets/images/preprocessed_image\N\N538.jpg,13.0
../../../../Datasets/images/preprocessed_image\M\M114.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H792.jpg,7.0
../../../../Datasets/images/preprocessed_image\D\D796.jpg,3.0
../../../../Datasets/images/preprocessed_image\U\U594.jpg,20.0
../../../../Datasets/images/preprocessed_image\B\B248.jpg,1.0
../../../../Datasets/images/preprocessed_image\C\C393.jpg,2.0
../../../../Datasets/images/preprocessed_image\F\F160.jpg,5.0
../../../../Datasets/images/preprocessed_image\P\P808.jpg,15.0
../../../../Datasets/images/preprocessed_image\C\C271.jpg,2.0
../../../../Datasets/images/preprocessed_image\Y\Y983.jpg,24.0
../../../../Datasets/images/preprocessed_image\H\H937.jpg,7.0
../../../../Datasets/images/preprocessed_image\R\R125.jpg,17.0
../../../../Datasets/images/preprocessed_image\U\U655.jpg,20.0
../../../../Datasets/images/preprocessed_image\Q\Q425.jpg,16.0
../../../../Datasets/images/preprocessed_image\S\S745.jpg,18.0
../../../../Datasets/images/preprocessed_image\Q\Q896.jpg,16.0
../../../../Datasets/images/preprocessed_image\Y\Y980.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V193.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I838.jpg,8.0
../../../../Datasets/images/preprocessed_image\C\C167.jpg,2.0
../../../../Datasets/images/preprocessed_image\I\I618.jpg,8.0
../../../../Datasets/images/preprocessed_image\P\P489.jpg,15.0
../../../../Datasets/images/preprocessed_image\D\D860.jpg,3.0
../../../../Datasets/images/preprocessed_image\Q\Q542.jpg,16.0
../../../../Datasets/images/preprocessed_image\V\V261.jpg,21.0
../../../../Datasets/images/preprocessed_image\Y\Y150.jpg,24.0
../../../../Datasets/images/preprocessed_image\X\X74.jpg,23.0
../../../../Datasets/images/preprocessed_image\G\G412.jpg,6.0
../../../../Datasets/images/preprocessed_image\E\E744.jpg,4.0
../../../../Datasets/images/preprocessed_image\O\O490.jpg,14.0
../../../../Datasets/images/preprocessed_image\Q\Q903.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q582.jpg,16.0
