sub_path,target
output/preprocessed_image\W\W2733.jpg,22.0
output/preprocessed_image\O\O2816.jpg,14.0
output/preprocessed_image\D\D1451.jpg,3.0
output/preprocessed_image\V\V2423.jpg,21.0
output/preprocessed_image\E\E2710.jpg,4.0
output/preprocessed_image\L\L1395.jpg,11.0
output/preprocessed_image\nothing\nothing1199.jpg,26.0
output/preprocessed_image\O\O1142.jpg,14.0
output/preprocessed_image\Y\Y1908.jpg,24.0
output/preprocessed_image\V\V1010.jpg,21.0
output/preprocessed_image\Q\Q2965.jpg,16.0
output/preprocessed_image\Y\Y851.jpg,24.0
output/preprocessed_image\Q\Q2087.jpg,16.0
output/preprocessed_image\O\O1934.jpg,14.0
output/preprocessed_image\X\X1663.jpg,23.0
output/preprocessed_image\C\C3245.jpg,2.0
output/preprocessed_image\D\D1158.jpg,3.0
output/preprocessed_image\U\U739.jpg,20.0
output/preprocessed_image\P\P2798.jpg,15.0
output/preprocessed_image\O\O620.jpg,14.0
output/preprocessed_image\D\D2671.jpg,3.0
output/preprocessed_image\E\E1606.jpg,4.0
output/preprocessed_image\F\F326.jpg,5.0
output/preprocessed_image\W\W2488.jpg,22.0
output/preprocessed_image\L\L514.jpg,11.0
output/preprocessed_image\Z\Z3095.jpg,25.0
output/preprocessed_image\B\B576.jpg,1.0
output/preprocessed_image\X\X920.jpg,23.0
output/preprocessed_image\D\D1892.jpg,3.0
output/preprocessed_image\S\S554.jpg,18.0
output/preprocessed_image\L\L3105.jpg,11.0
output/preprocessed_image\nothing\nothing3109.jpg,26.0
output/preprocessed_image\E\E2264.jpg,4.0
output/preprocessed_image\E\E2709.jpg,4.0
output/preprocessed_image\I\I1602.jpg,8.0
output/preprocessed_image\O\O674.jpg,14.0
output/preprocessed_image\X\X231.jpg,23.0
output/preprocessed_image\Y\Y57.jpg,24.0
output/preprocessed_image\J\J1355.jpg,9.0
output/preprocessed_image\B\B1428.jpg,1.0
output/preprocessed_image\H\H74.jpg,7.0
output/preprocessed_image\L\L497.jpg,11.0
output/preprocessed_image\F\F2411.jpg,5.0
output/preprocessed_image\M\M15.jpg,12.0
output/preprocessed_image\L\L2340.jpg,11.0
output/preprocessed_image\Y\Y1589.jpg,24.0
output/preprocessed_image\P\P1969.jpg,15.0
output/preprocessed_image\P\P525.jpg,15.0
output/preprocessed_image\X\X2850.jpg,23.0
output/preprocessed_image\Z\Z3348.jpg,25.0
output/preprocessed_image\V\V3359.jpg,21.0
output/preprocessed_image\E\E1083.jpg,4.0
output/preprocessed_image\B\B1139.jpg,1.0
output/preprocessed_image\D\D2114.jpg,3.0
output/preprocessed_image\D\D740.jpg,3.0
output/preprocessed_image\V\V2840.jpg,21.0
output/preprocessed_image\V\V3277.jpg,21.0
output/preprocessed_image\U\U2608.jpg,20.0
output/preprocessed_image\B\B3147.jpg,1.0
output/preprocessed_image\C\C1978.jpg,2.0
output/preprocessed_image\N\N1456.jpg,13.0
output/preprocessed_image\V\V2703.jpg,21.0
output/preprocessed_image\Q\Q1150.jpg,16.0
output/preprocessed_image\L\L1260.jpg,11.0
output/preprocessed_image\K\K2698.jpg,10.0
output/preprocessed_image\W\W3347.jpg,22.0
output/preprocessed_image\V\V1599.jpg,21.0
output/preprocessed_image\S\S1344.jpg,18.0
output/preprocessed_image\T\T2429.jpg,19.0
output/preprocessed_image\Y\Y2550.jpg,24.0
output/preprocessed_image\T\T524.jpg,19.0
output/preprocessed_image\A\A1204.jpg,0.0
output/preprocessed_image\S\S785.jpg,18.0
output/preprocessed_image\K\K303.jpg,10.0
output/preprocessed_image\S\S1229.jpg,18.0
output/preprocessed_image\X\X1455.jpg,23.0
output/preprocessed_image\K\K3166.jpg,10.0
output/preprocessed_image\R\R1455.jpg,17.0
output/preprocessed_image\F\F544.jpg,5.0
output/preprocessed_image\M\M788.jpg,12.0
output/preprocessed_image\E\E1905.jpg,4.0
output/preprocessed_image\O\O1574.jpg,14.0
output/preprocessed_image\J\J1214.jpg,9.0
output/preprocessed_image\X\X561.jpg,23.0
output/preprocessed_image\Q\Q2601.jpg,16.0
output/preprocessed_image\D\D2193.jpg,3.0
output/preprocessed_image\S\S1989.jpg,18.0
output/preprocessed_image\Y\Y704.jpg,24.0
output/preprocessed_image\R\R1403.jpg,17.0
output/preprocessed_image\C\C1254.jpg,2.0
output/preprocessed_image\J\J1910.jpg,9.0
output/preprocessed_image\I\I3301.jpg,8.0
output/preprocessed_image\T\T2681.jpg,19.0
output/preprocessed_image\Q\Q1561.jpg,16.0
output/preprocessed_image\B\B3055.jpg,1.0
output/preprocessed_image\Z\Z2865.jpg,25.0
output/preprocessed_image\C\C3258.jpg,2.0
output/preprocessed_image\W\W3133.jpg,22.0
output/preprocessed_image\Q\Q789.jpg,16.0
output/preprocessed_image\Q\Q181.jpg,16.0
output/preprocessed_image\L\L2654.jpg,11.0
output/preprocessed_image\C\C1047.jpg,2.0
output/preprocessed_image\T\T1012.jpg,19.0
output/preprocessed_image\Q\Q3270.jpg,16.0
output/preprocessed_image\B\B2739.jpg,1.0
output/preprocessed_image\T\T2049.jpg,19.0
output/preprocessed_image\A\A1104.jpg,0.0
output/preprocessed_image\nothing\nothing1902.jpg,26.0
output/preprocessed_image\M\M507.jpg,12.0
output/preprocessed_image\F\F3221.jpg,5.0
output/preprocessed_image\T\T3368.jpg,19.0
output/preprocessed_image\Z\Z1507.jpg,25.0
output/preprocessed_image\G\G1378.jpg,6.0
output/preprocessed_image\G\G2894.jpg,6.0
output/preprocessed_image\S\S386.jpg,18.0
output/preprocessed_image\R\R2424.jpg,17.0
output/preprocessed_image\N\N334.jpg,13.0
output/preprocessed_image\W\W1802.jpg,22.0
output/preprocessed_image\T\T2020.jpg,19.0
output/preprocessed_image\W\W2968.jpg,22.0
output/preprocessed_image\R\R2056.jpg,17.0
output/preprocessed_image\N\N2463.jpg,13.0
output/preprocessed_image\Y\Y426.jpg,24.0
output/preprocessed_image\O\O2510.jpg,14.0
output/preprocessed_image\Q\Q2001.jpg,16.0
output/preprocessed_image\L\L2231.jpg,11.0
output/preprocessed_image\Q\Q3290.jpg,16.0
output/preprocessed_image\Z\Z100.jpg,25.0
output/preprocessed_image\W\W1978.jpg,22.0
output/preprocessed_image\T\T3282.jpg,19.0
output/preprocessed_image\Y\Y938.jpg,24.0
output/preprocessed_image\U\U194.jpg,20.0
output/preprocessed_image\S\S1332.jpg,18.0
output/preprocessed_image\B\B1480.jpg,1.0
output/preprocessed_image\Z\Z1417.jpg,25.0
output/preprocessed_image\D\D3150.jpg,3.0
output/preprocessed_image\B\B2166.jpg,1.0
output/preprocessed_image\S\S3141.jpg,18.0
output/preprocessed_image\E\E2887.jpg,4.0
output/preprocessed_image\O\O536.jpg,14.0
output/preprocessed_image\B\B2542.jpg,1.0
output/preprocessed_image\O\O2664.jpg,14.0
output/preprocessed_image\K\K2702.jpg,10.0
output/preprocessed_image\V\V1818.jpg,21.0
output/preprocessed_image\X\X2803.jpg,23.0
output/preprocessed_image\O\O494.jpg,14.0
output/preprocessed_image\S\S1785.jpg,18.0
output/preprocessed_image\P\P405.jpg,15.0
output/preprocessed_image\H\H594.jpg,7.0
output/preprocessed_image\T\T1566.jpg,19.0
output/preprocessed_image\W\W1754.jpg,22.0
output/preprocessed_image\X\X177.jpg,23.0
output/preprocessed_image\P\P1725.jpg,15.0
output/preprocessed_image\C\C1002.jpg,2.0
output/preprocessed_image\C\C1662.jpg,2.0
output/preprocessed_image\H\H1389.jpg,7.0
output/preprocessed_image\M\M2271.jpg,12.0
output/preprocessed_image\C\C1648.jpg,2.0
output/preprocessed_image\L\L2726.jpg,11.0
output/preprocessed_image\T\T3199.jpg,19.0
output/preprocessed_image\G\G1159.jpg,6.0
output/preprocessed_image\L\L897.jpg,11.0
output/preprocessed_image\I\I3152.jpg,8.0
output/preprocessed_image\V\V752.jpg,21.0
output/preprocessed_image\Q\Q842.jpg,16.0
output/preprocessed_image\H\H1854.jpg,7.0
output/preprocessed_image\nothing\nothing1667.jpg,26.0
output/preprocessed_image\Q\Q3083.jpg,16.0
output/preprocessed_image\O\O2532.jpg,14.0
output/preprocessed_image\H\H490.jpg,7.0
output/preprocessed_image\X\X1.jpg,23.0
output/preprocessed_image\C\C1035.jpg,2.0
output/preprocessed_image\U\U713.jpg,20.0
output/preprocessed_image\M\M2695.jpg,12.0
output/preprocessed_image\M\M2453.jpg,12.0
output/preprocessed_image\Y\Y1806.jpg,24.0
output/preprocessed_image\L\L1946.jpg,11.0
output/preprocessed_image\N\N1550.jpg,13.0
output/preprocessed_image\nothing\nothing1528.jpg,26.0
output/preprocessed_image\M\M1874.jpg,12.0
output/preprocessed_image\B\B1554.jpg,1.0
output/preprocessed_image\C\C758.jpg,2.0
output/preprocessed_image\D\D3010.jpg,3.0
output/preprocessed_image\R\R945.jpg,17.0
output/preprocessed_image\R\R2324.jpg,17.0
output/preprocessed_image\G\G1372.jpg,6.0
output/preprocessed_image\U\U2361.jpg,20.0
output/preprocessed_image\H\H972.jpg,7.0
output/preprocessed_image\M\M2745.jpg,12.0
output/preprocessed_image\X\X3382.jpg,23.0
output/preprocessed_image\V\V1245.jpg,21.0
output/preprocessed_image\J\J2406.jpg,9.0
output/preprocessed_image\R\R2228.jpg,17.0
output/preprocessed_image\S\S626.jpg,18.0
output/preprocessed_image\Q\Q1691.jpg,16.0
output/preprocessed_image\O\O953.jpg,14.0
output/preprocessed_image\L\L710.jpg,11.0
output/preprocessed_image\H\H2595.jpg,7.0
output/preprocessed_image\L\L3341.jpg,11.0
output/preprocessed_image\E\E3377.jpg,4.0
output/preprocessed_image\J\J345.jpg,9.0
output/preprocessed_image\N\N3249.jpg,13.0
output/preprocessed_image\E\E1848.jpg,4.0
output/preprocessed_image\A\A1974.jpg,0.0
output/preprocessed_image\M\M126.jpg,12.0
output/preprocessed_image\U\U3122.jpg,20.0
output/preprocessed_image\G\G3124.jpg,6.0
output/preprocessed_image\L\L2759.jpg,11.0
output/preprocessed_image\nothing\nothing527.jpg,26.0
output/preprocessed_image\L\L3259.jpg,11.0
output/preprocessed_image\W\W2391.jpg,22.0
output/preprocessed_image\F\F160.jpg,5.0
output/preprocessed_image\Q\Q2256.jpg,16.0
output/preprocessed_image\G\G1653.jpg,6.0
output/preprocessed_image\P\P2715.jpg,15.0
output/preprocessed_image\F\F714.jpg,5.0
output/preprocessed_image\P\P162.jpg,15.0
output/preprocessed_image\U\U2748.jpg,20.0
output/preprocessed_image\N\N1247.jpg,13.0
output/preprocessed_image\H\H943.jpg,7.0
output/preprocessed_image\E\E700.jpg,4.0
output/preprocessed_image\E\E1522.jpg,4.0
output/preprocessed_image\V\V654.jpg,21.0
output/preprocessed_image\T\T1931.jpg,19.0
output/preprocessed_image\M\M708.jpg,12.0
output/preprocessed_image\T\T2143.jpg,19.0
output/preprocessed_image\A\A3144.jpg,0.0
output/preprocessed_image\V\V1985.jpg,21.0
output/preprocessed_image\K\K1975.jpg,10.0
output/preprocessed_image\V\V2389.jpg,21.0
output/preprocessed_image\W\W274.jpg,22.0
output/preprocessed_image\T\T3341.jpg,19.0
output/preprocessed_image\P\P894.jpg,15.0
output/preprocessed_image\F\F554.jpg,5.0
output/preprocessed_image\W\W3018.jpg,22.0
output/preprocessed_image\H\H290.jpg,7.0
output/preprocessed_image\F\F3019.jpg,5.0
output/preprocessed_image\A\A2944.jpg,0.0
output/preprocessed_image\I\I2592.jpg,8.0
output/preprocessed_image\H\H2542.jpg,7.0
output/preprocessed_image\P\P2605.jpg,15.0
output/preprocessed_image\O\O578.jpg,14.0
output/preprocessed_image\X\X1170.jpg,23.0
output/preprocessed_image\G\G1424.jpg,6.0
output/preprocessed_image\C\C1604.jpg,2.0
output/preprocessed_image\D\D916.jpg,3.0
output/preprocessed_image\B\B1836.jpg,1.0
output/preprocessed_image\T\T2498.jpg,19.0
output/preprocessed_image\H\H117.jpg,7.0
output/preprocessed_image\I\I3344.jpg,8.0
output/preprocessed_image\nothing\nothing2037.jpg,26.0
output/preprocessed_image\C\C924.jpg,2.0
output/preprocessed_image\T\T1120.jpg,19.0
output/preprocessed_image\W\W86.jpg,22.0
output/preprocessed_image\nothing\nothing2266.jpg,26.0
output/preprocessed_image\B\B627.jpg,1.0
output/preprocessed_image\R\R1041.jpg,17.0
output/preprocessed_image\I\I2695.jpg,8.0
output/preprocessed_image\Y\Y1944.jpg,24.0
output/preprocessed_image\E\E23.jpg,4.0
output/preprocessed_image\F\F2647.jpg,5.0
output/preprocessed_image\H\H821.jpg,7.0
output/preprocessed_image\U\U2244.jpg,20.0
output/preprocessed_image\A\A1781.jpg,0.0
output/preprocessed_image\Z\Z2211.jpg,25.0
output/preprocessed_image\O\O389.jpg,14.0
output/preprocessed_image\Y\Y1959.jpg,24.0
output/preprocessed_image\C\C2132.jpg,2.0
output/preprocessed_image\S\S2406.jpg,18.0
output/preprocessed_image\N\N1034.jpg,13.0
output/preprocessed_image\K\K1344.jpg,10.0
output/preprocessed_image\Z\Z1509.jpg,25.0
output/preprocessed_image\S\S2948.jpg,18.0
output/preprocessed_image\H\H1861.jpg,7.0
output/preprocessed_image\P\P2705.jpg,15.0
output/preprocessed_image\K\K2091.jpg,10.0
output/preprocessed_image\F\F867.jpg,5.0
output/preprocessed_image\X\X2466.jpg,23.0
output/preprocessed_image\Q\Q1432.jpg,16.0
output/preprocessed_image\P\P2955.jpg,15.0
output/preprocessed_image\A\A1374.jpg,0.0
output/preprocessed_image\T\T539.jpg,19.0
output/preprocessed_image\M\M883.jpg,12.0
output/preprocessed_image\K\K2146.jpg,10.0
output/preprocessed_image\Q\Q816.jpg,16.0
output/preprocessed_image\V\V2969.jpg,21.0
output/preprocessed_image\Z\Z1479.jpg,25.0
output/preprocessed_image\A\A2269.jpg,0.0
output/preprocessed_image\X\X909.jpg,23.0
output/preprocessed_image\Y\Y2513.jpg,24.0
output/preprocessed_image\F\F1296.jpg,5.0
output/preprocessed_image\S\S1583.jpg,18.0
output/preprocessed_image\K\K39.jpg,10.0
output/preprocessed_image\U\U2391.jpg,20.0
output/preprocessed_image\P\P1975.jpg,15.0
output/preprocessed_image\Y\Y630.jpg,24.0
output/preprocessed_image\N\N1536.jpg,13.0
output/preprocessed_image\F\F2058.jpg,5.0
output/preprocessed_image\H\H2747.jpg,7.0
output/preprocessed_image\Q\Q139.jpg,16.0
output/preprocessed_image\K\K2192.jpg,10.0
output/preprocessed_image\R\R3142.jpg,17.0
output/preprocessed_image\M\M763.jpg,12.0
output/preprocessed_image\W\W2767.jpg,22.0
output/preprocessed_image\B\B1976.jpg,1.0
output/preprocessed_image\L\L2647.jpg,11.0
output/preprocessed_image\W\W3195.jpg,22.0
output/preprocessed_image\H\H1912.jpg,7.0
output/preprocessed_image\S\S379.jpg,18.0
output/preprocessed_image\C\C2202.jpg,2.0
output/preprocessed_image\J\J3124.jpg,9.0
output/preprocessed_image\W\W1390.jpg,22.0
output/preprocessed_image\Q\Q2032.jpg,16.0
output/preprocessed_image\M\M3025.jpg,12.0
output/preprocessed_image\D\D2625.jpg,3.0
output/preprocessed_image\D\D210.jpg,3.0
output/preprocessed_image\G\G3282.jpg,6.0
output/preprocessed_image\V\V2033.jpg,21.0
output/preprocessed_image\M\M2061.jpg,12.0
output/preprocessed_image\Q\Q237.jpg,16.0
output/preprocessed_image\B\B2767.jpg,1.0
output/preprocessed_image\U\U38.jpg,20.0
output/preprocessed_image\W\W1029.jpg,22.0
output/preprocessed_image\F\F1364.jpg,5.0
output/preprocessed_image\P\P606.jpg,15.0
output/preprocessed_image\N\N730.jpg,13.0
output/preprocessed_image\E\E259.jpg,4.0
output/preprocessed_image\H\H49.jpg,7.0
output/preprocessed_image\Z\Z369.jpg,25.0
output/preprocessed_image\B\B612.jpg,1.0
output/preprocessed_image\H\H3161.jpg,7.0
output/preprocessed_image\C\C1484.jpg,2.0
output/preprocessed_image\A\A809.jpg,0.0
output/preprocessed_image\I\I767.jpg,8.0
output/preprocessed_image\H\H314.jpg,7.0
output/preprocessed_image\G\G2704.jpg,6.0
output/preprocessed_image\O\O1485.jpg,14.0
output/preprocessed_image\R\R3372.jpg,17.0
output/preprocessed_image\Y\Y1508.jpg,24.0
output/preprocessed_image\Q\Q84.jpg,16.0
output/preprocessed_image\O\O2115.jpg,14.0
output/preprocessed_image\N\N1737.jpg,13.0
output/preprocessed_image\Z\Z2078.jpg,25.0
output/preprocessed_image\Z\Z1145.jpg,25.0
output/preprocessed_image\B\B234.jpg,1.0
output/preprocessed_image\Y\Y355.jpg,24.0
output/preprocessed_image\L\L1238.jpg,11.0
output/preprocessed_image\L\L3326.jpg,11.0
output/preprocessed_image\S\S1267.jpg,18.0
output/preprocessed_image\I\I705.jpg,8.0
output/preprocessed_image\X\X2581.jpg,23.0
output/preprocessed_image\R\R1431.jpg,17.0
output/preprocessed_image\R\R2782.jpg,17.0
output/preprocessed_image\D\D14.jpg,3.0
output/preprocessed_image\C\C2371.jpg,2.0
output/preprocessed_image\L\L1320.jpg,11.0
output/preprocessed_image\Y\Y1050.jpg,24.0
output/preprocessed_image\B\B644.jpg,1.0
output/preprocessed_image\F\F1897.jpg,5.0
output/preprocessed_image\U\U697.jpg,20.0
output/preprocessed_image\M\M1793.jpg,12.0
output/preprocessed_image\nothing\nothing25.jpg,26.0
output/preprocessed_image\K\K313.jpg,10.0
output/preprocessed_image\T\T2757.jpg,19.0
output/preprocessed_image\S\S2289.jpg,18.0
output/preprocessed_image\E\E1867.jpg,4.0
output/preprocessed_image\V\V771.jpg,21.0
output/preprocessed_image\Z\Z2455.jpg,25.0
output/preprocessed_image\I\I1469.jpg,8.0
output/preprocessed_image\T\T3093.jpg,19.0
output/preprocessed_image\H\H937.jpg,7.0
output/preprocessed_image\B\B2135.jpg,1.0
output/preprocessed_image\B\B2232.jpg,1.0
output/preprocessed_image\B\B283.jpg,1.0
output/preprocessed_image\U\U2140.jpg,20.0
output/preprocessed_image\D\D236.jpg,3.0
output/preprocessed_image\M\M1986.jpg,12.0
output/preprocessed_image\Z\Z1872.jpg,25.0
output/preprocessed_image\A\A1667.jpg,0.0
output/preprocessed_image\F\F3242.jpg,5.0
output/preprocessed_image\P\P408.jpg,15.0
output/preprocessed_image\U\U126.jpg,20.0
output/preprocessed_image\N\N2304.jpg,13.0
output/preprocessed_image\X\X1488.jpg,23.0
output/preprocessed_image\K\K3154.jpg,10.0
output/preprocessed_image\R\R608.jpg,17.0
output/preprocessed_image\L\L2622.jpg,11.0
output/preprocessed_image\H\H1706.jpg,7.0
output/preprocessed_image\B\B1478.jpg,1.0
output/preprocessed_image\nothing\nothing2085.jpg,26.0
output/preprocessed_image\M\M1363.jpg,12.0
output/preprocessed_image\T\T2112.jpg,19.0
output/preprocessed_image\F\F1411.jpg,5.0
output/preprocessed_image\Z\Z791.jpg,25.0
output/preprocessed_image\D\D296.jpg,3.0
output/preprocessed_image\Q\Q745.jpg,16.0
output/preprocessed_image\V\V2499.jpg,21.0
output/preprocessed_image\nothing\nothing1801.jpg,26.0
output/preprocessed_image\K\K3262.jpg,10.0
output/preprocessed_image\D\D2325.jpg,3.0
output/preprocessed_image\M\M1206.jpg,12.0
output/preprocessed_image\U\U379.jpg,20.0
output/preprocessed_image\K\K2916.jpg,10.0
output/preprocessed_image\U\U2454.jpg,20.0
output/preprocessed_image\Y\Y3320.jpg,24.0
output/preprocessed_image\G\G2563.jpg,6.0
output/preprocessed_image\V\V3064.jpg,21.0
output/preprocessed_image\V\V1233.jpg,21.0
output/preprocessed_image\X\X1460.jpg,23.0
output/preprocessed_image\Y\Y1314.jpg,24.0
output/preprocessed_image\S\S2523.jpg,18.0
output/preprocessed_image\C\C3305.jpg,2.0
output/preprocessed_image\H\H1627.jpg,7.0
output/preprocessed_image\P\P2386.jpg,15.0
output/preprocessed_image\C\C1607.jpg,2.0
output/preprocessed_image\V\V1829.jpg,21.0
output/preprocessed_image\U\U3066.jpg,20.0
output/preprocessed_image\O\O2471.jpg,14.0
output/preprocessed_image\G\G248.jpg,6.0
output/preprocessed_image\S\S1393.jpg,18.0
output/preprocessed_image\S\S1163.jpg,18.0
output/preprocessed_image\G\G298.jpg,6.0
output/preprocessed_image\P\P80.jpg,15.0
output/preprocessed_image\W\W1232.jpg,22.0
output/preprocessed_image\W\W3056.jpg,22.0
output/preprocessed_image\B\B808.jpg,1.0
output/preprocessed_image\Z\Z1939.jpg,25.0
output/preprocessed_image\Y\Y3168.jpg,24.0
output/preprocessed_image\P\P2284.jpg,15.0
output/preprocessed_image\V\V1210.jpg,21.0
output/preprocessed_image\I\I2442.jpg,8.0
output/preprocessed_image\B\B2357.jpg,1.0
output/preprocessed_image\S\S2004.jpg,18.0
output/preprocessed_image\M\M2034.jpg,12.0
output/preprocessed_image\I\I2324.jpg,8.0
output/preprocessed_image\N\N1496.jpg,13.0
output/preprocessed_image\T\T1183.jpg,19.0
output/preprocessed_image\N\N661.jpg,13.0
output/preprocessed_image\U\U1738.jpg,20.0
output/preprocessed_image\Z\Z599.jpg,25.0
output/preprocessed_image\V\V1068.jpg,21.0
output/preprocessed_image\H\H2999.jpg,7.0
output/preprocessed_image\N\N1922.jpg,13.0
output/preprocessed_image\I\I1434.jpg,8.0
output/preprocessed_image\W\W1196.jpg,22.0
output/preprocessed_image\L\L906.jpg,11.0
output/preprocessed_image\G\G1500.jpg,6.0
output/preprocessed_image\I\I1749.jpg,8.0
output/preprocessed_image\T\T1767.jpg,19.0
output/preprocessed_image\Y\Y1241.jpg,24.0
output/preprocessed_image\nothing\nothing2610.jpg,26.0
output/preprocessed_image\V\V1103.jpg,21.0
output/preprocessed_image\Q\Q3213.jpg,16.0
output/preprocessed_image\V\V3034.jpg,21.0
output/preprocessed_image\nothing\nothing211.jpg,26.0
output/preprocessed_image\R\R3272.jpg,17.0
output/preprocessed_image\P\P2246.jpg,15.0
output/preprocessed_image\H\H1161.jpg,7.0
output/preprocessed_image\Y\Y2529.jpg,24.0
output/preprocessed_image\V\V1722.jpg,21.0
output/preprocessed_image\R\R1970.jpg,17.0
output/preprocessed_image\Q\Q1665.jpg,16.0
output/preprocessed_image\Y\Y633.jpg,24.0
output/preprocessed_image\J\J2787.jpg,9.0
output/preprocessed_image\C\C1723.jpg,2.0
output/preprocessed_image\X\X2024.jpg,23.0
output/preprocessed_image\D\D2387.jpg,3.0
output/preprocessed_image\G\G252.jpg,6.0
output/preprocessed_image\E\E2412.jpg,4.0
output/preprocessed_image\R\R3240.jpg,17.0
output/preprocessed_image\I\I1751.jpg,8.0
output/preprocessed_image\L\L2075.jpg,11.0
output/preprocessed_image\V\V1945.jpg,21.0
